참조표준명,지역,성별,나이(세),고혈압약복용자포함여부,측정값평균(mmHg),확장불확도(mmHg),측정수(건),표준편차(mmHg),1분위수(Percentile),5분위수(Percentile),10분위(Percentile),25분위(Percentile),50분위(Percentile),75분위(Percentile),90분위(Percentile),95분위(Percentile),99분위(Percentile)
이완기,전국,남성,29~30세,제외,75,30,180406,12,57,60,64,70,75,80,86,89,100
이완기,전국,남성,31~32세,제외,76,31,183896,12,58,61,64,70,76,81,87,90,100
이완기,전국,남성,33~34세,제외,77,31,193143,12,58,62,65,70,77,82,88,90,100
이완기,전국,남성,35~36세,제외,77,31,212503,12,58,62,66,70,77,82,88,91,102
이완기,전국,남성,37~38세,제외,77,31,226414,12,59,62,66,70,78,83,88,92,102
이완기,전국,남성,39~40세,제외,78,31,246249,12,59,62,66,70,78,83,89,92,103
이완기,전국,남성,41~42세,제외,78,31,215346,12,59,62,66,70,78,84,89,92,102
이완기,전국,남성,43~44세,제외,78,31,215226,12,59,62,66,70,78,84,89,93,102
이완기,전국,남성,45~46세,제외,78,31,218297,12,58,62,66,71,78,84,89,93,103
이완기,전국,남성,47~48세,제외,78,32,215284,12,58,62,66,71,78,84,89,93,102
이완기,전국,남성,49~50세,제외,78,32,201574,13,58,62,66,71,78,84,89,93,102
이완기,전국,남성,51~52세,제외,78,32,175708,13,58,62,66,70,78,84,89,93,101
이완기,전국,남성,53~54세,제외,78,32,164378,13,58,62,66,70,78,84,89,92,101
이완기,전국,남성,55~56세,제외,78,33,153482,13,58,62,66,70,78,84,89,92,100
이완기,전국,남성,57~58세,제외,77,33,155645,13,58,62,65,70,78,83,89,92,100
이완기,전국,남성,59~60세,제외,77,33,138344,13,58,61,65,70,78,83,88,91,100
이완기,전국,남성,61~62세,제외,77,33,106465,13,57,61,65,70,78,82,88,90,100
이완기,전국,남성,63~64세,제외,76,33,88068,13,57,61,65,70,77,82,88,90,100
이완기,전국,남성,65~66세,제외,76,33,66981,13,56,60,64,70,76,82,88,90,100
이완기,전국,남성,67~68세,제외,76,33,50883,14,56,60,64,70,76,81,88,90,100
이완기,전국,남성,69~70세,제외,76,34,46790,14,56,60,64,70,76,81,87,90,99
이완기,전국,남성,71~72세,제외,75,34,37458,14,55,60,63,70,75,80,87,90,98
이완기,전국,남성,73~74세,제외,75,34,26655,14,55,60,62,69,75,80,86,90,99
이완기,전국,남성,75세이상,제외,74,35,71731,14,53,60,61,68,74,80,86,90,98
이완기,전국,여성,20~24세,제외,69,29,172229,11,52,58,60,63,69,74,80,83,89
이완기,전국,여성,25~26세,제외,69,29,140492,11,52,58,60,63,69,74,80,83,89
이완기,전국,여성,27~28세,제외,69,29,146774,11,52,57,60,63,69,74,80,83,89
이완기,전국,여성,29~30세,제외,69,30,134548,11,52,57,60,63,69,75,80,84,90
이완기,전국,여성,31~32세,제외,69,30,121914,11,52,57,60,63,69,75,80,84,91
이완기,전국,여성,33~34세,제외,70,30,116118,11,52,57,60,63,70,75,80,85,92
이완기,전국,여성,35~36세,제외,70,30,125502,12,52,58,60,63,70,76,81,85,93
이완기,전국,여성,37~38세,제외,70,31,132141,12,52,58,60,64,70,76,82,86,94
이완기,전국,여성,39~40세,제외,71,31,198398,12,53,58,60,64,70,77,83,87,96
이완기,전국,여성,41~42세,제외,71,31,189095,12,53,58,60,64,70,78,83,87,96
이완기,전국,여성,43~44세,제외,72,32,200625,13,53,59,60,65,71,78,84,88,97
이완기,전국,여성,45~46세,제외,72,32,214196,13,53,59,60,65,71,79,84,88,97
이완기,전국,여성,47~48세,제외,72,32,215982,13,53,59,60,66,72,79,85,88,97
이완기,전국,여성,49~50세,제외,73,33,212925,13,54,60,60,66,72,80,85,89,98
이완기,전국,여성,51~52세,제외,73,33,191070,13,54,60,61,67,73,80,85,89,98
이완기,전국,여성,53~54세,제외,73,33,181660,13,54,60,61,67,73,80,85,89,97
이완기,전국,여성,55~56세,제외,73,33,174987,13,54,60,61,67,73,80,85,89,97
이완기,전국,여성,57~58세,제외,73,33,184213,13,54,60,61,67,73,80,85,88,96
이완기,전국,여성,59~60세,제외,74,33,160372,13,54,60,61,68,73,80,85,89,96
이완기,전국,여성,61~62세,제외,74,33,131524,13,54,60,61,68,73,80,85,88,96
이완기,전국,여성,63~64세,제외,74,33,108479,13,54,60,62,68,73,80,85,89,96
이완기,전국,여성,65~66세,제외,74,34,80256,14,54,60,62,68,74,80,85,89,97
이완기,전국,여성,67~68세,제외,74,34,56482,14,54,60,62,68,73,80,85,89,96
이완기,전국,여성,69~70세,제외,74,34,48986,14,54,60,62,68,74,80,85,89,96
이완기,전국,여성,71~72세,제외,74,34,36907,14,54,60,62,68,74,80,85,89,97
이완기,전국,여성,73~74세,제외,74,34,25357,14,54,60,61,68,73,80,85,89,96
이완기,전국,여성,75세이상,제외,74,35,68956,15,53,60,61,68,74,80,86,90,98
이완기,서울,남성,20~24세,제외,73,31,17120,12,54,60,62,68,72,79,84,88,95
이완기,서울,남성,25~26세,제외,74,30,20152,12,55,60,62,68,73,80,85,88,98
이완기,서울,남성,27~28세,제외,74,31,31960,12,55,60,62,68,74,80,85,89,98
이완기,서울,남성,29~30세,제외,74,31,36973,12,56,60,63,68,74,80,86,89,100
이완기,서울,남성,31~32세,제외,75,31,38846,12,56,60,63,69,75,80,87,90,100
이완기,서울,남성,33~34세,제외,76,31,40150,12,57,61,64,70,76,81,88,90,101
이완기,서울,남성,35~36세,제외,76,31,42354,12,57,61,64,70,76,82,88,91,102
이완기,서울,남성,37~38세,제외,77,31,41500,12,57,61,64,70,76,83,89,92,103
이완기,서울,남성,39~40세,제외,77,31,43787,12,57,62,65,70,77,83,89,93,103
이완기,서울,남성,41~42세,제외,77,31,37481,12,57,62,65,70,77,83,89,93,103
이완기,서울,남성,43~44세,제외,77,32,37870,12,57,62,65,70,78,84,89,94,103
이완기,서울,남성,45~46세,제외,78,32,37708,12,57,62,65,70,78,84,89,94,103
이완기,서울,남성,47~48세,제외,78,32,37425,13,57,62,65,70,78,84,89,94,103
이완기,서울,남성,49~50세,제외,78,32,33980,13,57,62,65,70,78,84,89,93,102
이완기,서울,남성,51~52세,제외,78,32,29029,13,57,62,65,71,78,84,89,93,102
이완기,서울,남성,53~54세,제외,78,32,26768,13,57,62,65,70,78,84,89,93,102
이완기,서울,남성,55~56세,제외,78,32,24910,13,57,62,65,71,78,84,89,93,101
이완기,서울,남성,57~58세,제외,77,33,25165,13,57,62,65,70,78,84,89,93,100
이완기,서울,남성,59~60세,제외,77,33,23575,13,56,62,65,70,78,83,89,92,100
이완기,서울,남성,61~62세,제외,77,33,19403,13,56,62,65,70,78,83,88,91,100
이완기,서울,남성,63~64세,제외,77,33,16611,13,57,62,65,70,77,83,88,91,100
이완기,서울,남성,65~66세,제외,76,33,13012,13,56,61,65,70,77,82,88,91,99
이완기,서울,남성,67~68세,제외,76,33,9553,13,55,61,64,70,76,82,88,90,99
이완기,서울,남성,69~70세,제외,76,33,9073,13,55,60,64,70,76,82,88,90,99
이완기,서울,남성,71~72세,제외,75,33,7385,13,54,60,63,69,75,81,87,90,97
이완기,서울,남성,73~74세,제외,75,33,5356,13,53,60,62,68,75,80,86,90,98
이완기,서울,남성,75세이상,제외,74,33,12121,14,53,59,61,67,73,80,86,89,97
이완기,서울,여성,20~24세,제외,69,30,31063,11,51,56,60,62,68,74,80,83,89
이완기,서울,여성,25~26세,제외,68,29,31681,11,52,56,60,62,68,74,80,83,90
이완기,서울,여성,27~28세,제외,68,29,37811,11,51,56,59,62,68,74,80,83,89
이완기,서울,여성,29~30세,제외,69,30,36981,11,51,56,59,62,68,74,80,84,90
이완기,서울,여성,31~32세,제외,69,30,34000,11,52,56,59,62,68,74,80,84,92
이완기,서울,여성,33~34세,제외,69,30,31582,11,51,56,59,62,68,74,80,84,92
이완기,서울,여성,35~36세,제외,69,30,31761,12,52,56,59,63,69,75,80,85,94
이완기,서울,여성,37~38세,제외,70,31,31053,12,52,56,60,63,69,75,82,86,94
이완기,서울,여성,39~40세,제외,71,31,41568,12,52,57,60,64,70,77,83,87,96
이완기,서울,여성,41~42세,제외,71,32,39184,12,52,57,60,64,70,77,83,87,96
이완기,서울,여성,43~44세,제외,71,32,40297,13,52,57,60,64,70,78,84,88,97
이완기,서울,여성,45~46세,제외,72,32,42831,13,52,58,60,65,71,78,84,88,97
이완기,서울,여성,47~48세,제외,72,32,43003,13,52,58,60,65,71,79,85,88,97
이완기,서울,여성,49~50세,제외,73,33,40412,13,53,58,60,66,72,79,85,89,98
이완기,서울,여성,51~52세,제외,73,33,35565,13,53,59,61,66,73,80,86,89,97
이완기,서울,여성,53~54세,제외,73,33,34707,13,53,59,61,66,73,80,85,89,97
이완기,서울,여성,55~56세,제외,73,33,34227,13,53,59,61,66,73,80,85,89,96
이완기,서울,여성,57~58세,제외,73,33,36423,13,54,59,61,67,73,80,85,89,96
이완기,서울,여성,59~60세,제외,73,33,32925,14,54,59,61,67,73,80,85,89,97
이완기,서울,여성,61~62세,제외,73,33,27977,14,54,59,61,67,73,80,85,88,96
이완기,서울,여성,63~64세,제외,74,33,23821,13,53,59,62,67,73,80,85,89,96
이완기,서울,여성,65~66세,제외,74,33,17492,14,53,59,62,67,74,80,85,89,97
이완기,서울,여성,67~68세,제외,73,33,11937,13,53,60,62,67,73,80,85,88,96
이완기,서울,여성,69~70세,제외,74,33,10868,13,53,60,62,67,73,80,85,89,96
이완기,서울,여성,71~72세,제외,73,33,8170,13,52,59,62,67,73,80,85,88,96
이완기,서울,여성,73~74세,제외,73,33,5310,13,53,59,61,67,73,80,84,88,95
이완기,서울,여성,75세이상,제외,73,33,10602,14,52,59,61,67,72,80,85,88,96
이완기,부산,남성,20~24세,제외,72,30,8270,11,57,60,61,68,71,78,82,85,92
이완기,부산,남성,25~26세,제외,73,30,8581,11,57,60,62,68,72,79,82,86,93
이완기,부산,남성,27~28세,제외,74,30,11232,11,58,60,63,70,73,80,83,87,94
이완기,부산,남성,29~30세,제외,74,30,11684,11,58,60,64,70,74,80,84,88,98
이완기,부산,남성,31~32세,제외,74,30,11847,12,59,60,64,70,74,80,85,88,98
이완기,부산,남성,33~34세,제외,75,31,12289,12,60,60,64,70,75,80,86,89,100
이완기,부산,남성,35~36세,제외,76,31,13727,12,60,61,65,70,75,80,87,90,100
이완기,부산,남성,37~38세,제외,76,31,15184,12,60,61,65,70,76,80,87,90,100
이완기,부산,남성,39~40세,제외,76,31,17005,12,60,61,65,70,76,80,88,90,100
이완기,부산,남성,41~42세,제외,76,31,14406,12,60,61,65,70,76,80,88,90,100
이완기,부산,남성,43~44세,제외,76,32,14246,12,60,61,64,70,76,80,88,90,100
이완기,부산,남성,45~46세,제외,76,32,14907,12,60,60,64,70,76,80,88,90,100
이완기,부산,남성,47~48세,제외,76,32,14451,13,59,61,65,70,76,80,88,90,101
이완기,부산,남성,49~50세,제외,76,32,13679,13,59,60,64,70,76,80,88,90,100
이완기,부산,남성,51~52세,제외,76,32,12283,13,60,60,64,70,76,80,88,90,100
이완기,부산,남성,53~54세,제외,76,32,11447,13,59,60,64,70,76,80,88,90,100
이완기,부산,남성,55~56세,제외,75,33,11337,13,59,60,64,70,75,80,87,90,100
이완기,부산,남성,57~58세,제외,75,32,11983,13,59,60,64,70,75,80,87,90,100
이완기,부산,남성,59~60세,제외,75,33,11273,13,59,60,64,70,75,80,86,90,100
이완기,부산,남성,61~62세,제외,75,33,9493,13,59,60,64,70,74,80,86,89,99
이완기,부산,남성,63~64세,제외,75,33,8266,13,58,60,63,70,74,80,85,90,99
이완기,부산,남성,65~66세,제외,74,33,6173,13,57,60,63,69,74,80,85,89,98
이완기,부산,남성,67~68세,제외,74,33,4779,14,56,60,62,69,73,80,85,90,98
이완기,부산,남성,69~70세,제외,74,33,4437,14,57,60,62,69,74,80,85,89,96
이완기,부산,남성,71~72세,제외,73,34,3410,14,57,60,62,68,72,80,84,89,98
이완기,부산,남성,73~74세,제외,73,34,2377,14,56,60,61,67,72,80,84,89,98
이완기,부산,남성,75세이상,제외,72,34,5772,14,55,60,60,66,71,79,83,87,94
이완기,부산,여성,20~24세,제외,68,28,12352,10,54,59,60,62,68,73,79,80,88
이완기,부산,여성,25~26세,제외,68,28,10595,10,54,59,60,62,68,73,79,80,88
이완기,부산,여성,27~28세,제외,68,28,10845,10,54,59,60,62,69,73,79,80,88
이완기,부산,여성,29~30세,제외,68,29,10002,11,53,59,60,62,68,73,79,80,88
이완기,부산,여성,31~32세,제외,69,28,8899,10,54,59,60,62,69,73,79,80,89
이완기,부산,여성,33~34세,제외,69,29,7983,11,54,59,60,63,69,74,80,82,90
이완기,부산,여성,35~36세,제외,69,29,8955,11,54,59,60,63,69,74,80,83,90
이완기,부산,여성,37~38세,제외,69,30,9788,11,54,59,60,63,69,74,80,83,90
이완기,부산,여성,39~40세,제외,70,30,15240,12,54,59,60,64,70,75,80,85,92
이완기,부산,여성,41~42세,제외,70,30,13875,12,54,59,60,64,70,75,80,85,92
이완기,부산,여성,43~44세,제외,70,31,14668,12,54,60,60,64,70,76,80,85,94
이완기,부산,여성,45~46세,제외,71,31,15686,12,54,60,60,64,70,76,81,86,94
이완기,부산,여성,47~48세,제외,71,32,15930,12,54,60,60,65,70,77,81,86,94
이완기,부산,여성,49~50세,제외,71,32,15877,13,55,60,60,65,70,77,82,87,94
이완기,부산,여성,51~52세,제외,71,32,14517,13,55,60,60,65,70,78,82,87,93
이완기,부산,여성,53~54세,제외,72,33,13989,13,55,60,60,65,70,78,82,87,94
이완기,부산,여성,55~56세,제외,72,33,14211,13,55,60,60,65,70,78,82,87,94
이완기,부산,여성,57~58세,제외,72,33,15923,13,56,60,60,65,70,78,82,86,93
이완기,부산,여성,59~60세,제외,72,32,14251,13,56,60,60,66,70,78,82,86,92
이완기,부산,여성,61~62세,제외,72,33,12283,13,55,60,60,66,70,78,82,86,92
이완기,부산,여성,63~64세,제외,72,33,10394,13,56,60,60,66,70,78,82,86,92
이완기,부산,여성,65~66세,제외,72,33,8056,13,56,60,60,66,70,78,82,86,93
이완기,부산,여성,67~68세,제외,72,33,5649,13,55,60,60,66,70,78,83,87,92
이완기,부산,여성,69~70세,제외,72,33,4776,13,56,60,61,66,71,78,82,86,93
이완기,부산,여성,71~72세,제외,72,33,3441,13,55,60,61,67,71,78,82,86,91
이완기,부산,여성,73~74세,제외,72,33,2255,14,55,60,61,66,70,78,82,86,94
이완기,부산,여성,75세이상,제외,72,33,4723,14,55,60,60,66,70,78,82,86,92
이완기,대구,남성,20~24세,제외,73,30,5399,11,55,60,61,68,72,78,82,86,91
이완기,대구,남성,25~26세,제외,74,30,4918,11,55,60,62,69,73,80,84,88,95
이완기,대구,남성,27~28세,제외,74,30,6352,11,57,60,63,70,74,80,85,88,95
이완기,대구,남성,29~30세,제외,75,30,6522,12,58,60,64,70,75,80,85,88,98
이완기,대구,남성,31~32세,제외,75,30,6218,12,58,61,65,70,75,80,86,89,99
이완기,대구,남성,33~34세,제외,76,30,6440,12,59,62,66,70,76,81,87,89,100
이완기,대구,남성,35~36세,제외,77,30,6716,12,60,63,66,70,77,82,88,90,100
이완기,대구,남성,37~38세,제외,77,30,7308,12,60,63,67,70,77,82,88,90,101
이완기,대구,남성,39~40세,제외,77,31,8194,12,59,63,67,70,78,83,88,90,102
이완기,대구,남성,41~42세,제외,78,31,7141,12,60,63,67,70,78,83,88,91,102
이완기,대구,남성,43~44세,제외,78,31,7464,12,59,63,67,71,78,84,89,91,102
이완기,대구,남성,45~46세,제외,78,32,7539,12,59,63,67,70,78,84,89,92,103
이완기,대구,남성,47~48세,제외,78,31,7388,12,60,63,68,71,78,84,89,93,102
이완기,대구,남성,49~50세,제외,78,32,6980,13,60,63,67,70,78,84,89,93,102
이완기,대구,남성,51~52세,제외,78,32,6098,13,58,63,67,71,78,84,89,92,100
이완기,대구,남성,53~54세,제외,78,32,5607,13,59,63,67,71,79,84,89,93,102
이완기,대구,남성,55~56세,제외,78,33,5401,13,60,63,67,70,78,84,89,91,100
이완기,대구,남성,57~58세,제외,78,33,5351,13,58,62,67,70,78,83,88,90,100
이완기,대구,남성,59~60세,제외,77,33,4801,13,58,62,66,70,78,82,88,91,100
이완기,대구,남성,61~62세,제외,77,33,3921,13,58,62,67,70,78,82,88,90,100
이완기,대구,남성,63~64세,제외,77,33,3255,13,58,62,66,70,77,82,88,90,100
이완기,대구,남성,65~66세,제외,77,33,2571,13,58,62,66,70,78,82,88,90,100
이완기,대구,남성,67~68세,제외,76,32,1973,13,57,60,65,70,77,81,88,90,98
이완기,대구,남성,69~70세,제외,76,33,1746,13,56,60,65,70,76,81,88,90,97
이완기,대구,남성,71~72세,제외,76,33,1186,13,56,60,64,70,76,80,87,90,99
이완기,대구,남성,73~74세,제외,75,32,892,13,58,60,64,70,76,80,86,89,97
이완기,대구,남성,75세이상,제외,74,34,2490,14,54,60,62,70,74,80,86,89,98
이완기,대구,여성,20~24세,제외,69,30,6367,11,52,58,60,62,69,75,80,83,88
이완기,대구,여성,25~26세,제외,69,29,5113,11,53,59,60,63,70,74,80,83,89
이완기,대구,여성,27~28세,제외,69,30,5044,11,53,59,60,63,70,75,80,83,89
이완기,대구,여성,29~30세,제외,69,30,4196,11,53,59,60,63,69,75,80,84,89
이완기,대구,여성,31~32세,제외,69,30,3438,11,53,59,60,63,70,75,80,83,89
이완기,대구,여성,33~34세,제외,70,30,3234,11,51,59,60,63,70,75,80,84,90
이완기,대구,여성,35~36세,제외,70,30,3637,12,53,60,60,64,70,76,81,85,90
이완기,대구,여성,37~38세,제외,70,31,3825,12,53,59,60,64,70,76,82,86,91
이완기,대구,여성,39~40세,제외,71,31,5900,12,53,59,60,65,70,78,82,86,95
이완기,대구,여성,41~42세,제외,72,32,5780,12,53,60,60,65,70,78,84,87,97
이완기,대구,여성,43~44세,제외,72,32,6118,13,53,60,60,65,71,79,84,87,96
이완기,대구,여성,45~46세,제외,73,32,6700,13,53,60,60,66,72,80,84,88,97
이완기,대구,여성,47~48세,제외,73,32,6979,13,53,60,60,66,72,80,84,88,97
이완기,대구,여성,49~50세,제외,73,33,7236,13,54,60,60,67,72,80,85,89,100
이완기,대구,여성,51~52세,제외,73,33,6791,13,55,60,61,68,72,80,85,88,98
이완기,대구,여성,53~54세,제외,74,33,6499,13,54,60,61,68,73,80,85,88,96
이완기,대구,여성,55~56세,제외,74,32,6543,13,54,60,61,68,73,80,85,88,95
이완기,대구,여성,57~58세,제외,74,33,6905,13,55,60,62,68,74,80,85,88,97
이완기,대구,여성,59~60세,제외,74,33,6307,13,55,60,62,69,74,80,85,89,97
이완기,대구,여성,61~62세,제외,74,33,5299,13,55,60,63,69,74,80,86,88,96
이완기,대구,여성,63~64세,제외,74,33,4495,13,56,60,63,70,74,80,86,88,95
이완기,대구,여성,65~66세,제외,74,33,3634,14,56,60,63,70,74,80,86,89,96
이완기,대구,여성,67~68세,제외,74,33,2476,13,57,60,63,70,74,80,86,89,94
이완기,대구,여성,69~70세,제외,75,33,2209,13,58,60,64,70,75,80,86,89,97
이완기,대구,여성,71~72세,제외,74,34,1559,14,56,60,62,69,74,80,86,89,95
이완기,대구,여성,73~74세,제외,75,32,1102,13,56,60,64,70,75,80,85,88,92
이완기,대구,여성,75세이상,제외,74,34,2472,14,55,60,61,68,74,80,85,89,97
이완기,인천,남성,20~24세,제외,74,30,10155,11,55,60,62,68,74,80,85,88,96
이완기,인천,남성,25~26세,제외,75,30,10094,11,56,60,63,70,75,80,85,88,98
이완기,인천,남성,27~28세,제외,75,30,13135,12,56,61,64,70,76,80,86,89,100
이완기,인천,남성,29~30세,제외,76,30,13167,12,57,61,65,70,76,82,88,90,100
이완기,인천,남성,31~32세,제외,77,30,13113,12,58,62,65,70,77,82,88,90,100
이완기,인천,남성,33~34세,제외,78,31,13567,12,58,62,66,71,78,84,88,92,102
이완기,인천,남성,35~36세,제외,78,31,15357,12,59,63,67,72,78,84,89,94,104
이완기,인천,남성,37~38세,제외,79,31,16588,12,59,63,67,72,78,85,89,95,104
이완기,인천,남성,39~40세,제외,79,31,17779,12,59,63,67,72,79,85,89,95,105
이완기,인천,남성,41~42세,제외,79,31,15348,12,58,63,67,72,79,85,89,95,105
이완기,인천,남성,43~44세,제외,79,31,15181,12,59,64,68,73,79,85,90,96,105
이완기,인천,남성,45~46세,제외,79,31,14976,12,59,64,68,73,79,85,90,96,105
이완기,인천,남성,47~48세,제외,79,31,14498,12,59,63,67,72,79,85,90,96,104
이완기,인천,남성,49~50세,제외,79,32,13518,12,59,64,67,72,79,85,89,95,104
이완기,인천,남성,51~52세,제외,79,32,11885,13,58,63,67,72,79,85,89,94,102
이완기,인천,남성,53~54세,제외,79,32,11402,13,58,63,67,72,79,85,89,94,101
이완기,인천,남성,55~56세,제외,78,32,10792,13,58,63,66,72,79,85,89,94,102
이완기,인천,남성,57~58세,제외,78,32,10587,13,58,62,66,72,79,84,89,92,101
이완기,인천,남성,59~60세,제외,78,33,8981,13,57,62,66,71,78,84,89,92,100
이완기,인천,남성,61~62세,제외,78,33,6289,13,58,63,66,71,78,84,89,92,100
이완기,인천,남성,63~64세,제외,77,33,4784,13,57,62,66,71,78,83,89,92,100
이완기,인천,남성,65~66세,제외,77,33,3440,13,56,62,65,71,78,83,88,91,100
이완기,인천,남성,67~68세,제외,77,32,2564,13,56,62,65,70,78,82,88,90,100
이완기,인천,남성,69~70세,제외,76,34,2319,14,57,61,64,70,77,82,88,91,100
이완기,인천,남성,71~72세,제외,76,33,1803,14,55,60,64,70,77,82,88,90,100
이완기,인천,남성,73~74세,제외,75,34,1169,14,55,60,63,69,75,80,88,90,99
이완기,인천,남성,75세이상,제외,74,34,2370,14,52,60,62,67,74,80,87,90,100
이완기,인천,여성,20~24세,제외,70,29,14065,11,52,58,60,64,70,76,80,84,90
이완기,인천,여성,25~26세,제외,70,29,10737,11,53,58,60,64,70,76,80,84,90
이완기,인천,여성,27~28세,제외,70,29,11171,11,52,58,60,64,70,76,81,85,91
이완기,인천,여성,29~30세,제외,71,30,9735,11,53,58,60,64,70,76,81,85,92
이완기,인천,여성,31~32세,제외,71,30,8456,11,53,58,60,64,70,77,82,86,96
이완기,인천,여성,33~34세,제외,71,30,8051,12,53,58,60,65,70,78,83,87,95
이완기,인천,여성,35~36세,제외,72,30,8875,12,53,59,60,65,71,78,83,87,97
이완기,인천,여성,37~38세,제외,72,30,9357,12,53,59,60,65,71,78,84,88,98
이완기,인천,여성,39~40세,제외,73,31,14033,12,54,60,61,66,72,79,85,88,98
이완기,인천,여성,41~42세,제외,73,31,13099,12,54,60,61,66,72,79,85,88,98
이완기,인천,여성,43~44세,제외,73,31,13916,12,54,60,61,67,73,79,85,88,99
이완기,인천,여성,45~46세,제외,73,32,14732,13,54,60,61,67,73,80,86,89,98
이완기,인천,여성,47~48세,제외,74,32,15012,13,54,60,62,68,74,80,86,89,99
이완기,인천,여성,49~50세,제외,74,32,15046,13,54,60,62,68,74,80,86,89,100
이완기,인천,여성,51~52세,제외,75,33,13555,13,54,60,62,68,75,80,87,89,100
이완기,인천,여성,53~54세,제외,75,33,13075,13,55,60,62,68,75,80,86,89,99
이완기,인천,여성,55~56세,제외,75,33,11967,13,54,60,62,68,75,80,86,89,98
이완기,인천,여성,57~58세,제외,74,32,11967,13,55,60,62,68,74,80,86,88,96
이완기,인천,여성,59~60세,제외,75,33,9647,13,55,60,63,68,75,80,86,89,98
이완기,인천,여성,61~62세,제외,74,33,7466,13,55,60,63,68,74,80,86,89,98
이완기,인천,여성,63~64세,제외,75,33,5713,13,54,60,62,68,75,80,86,89,98
이완기,인천,여성,65~66세,제외,74,33,4009,13,54,60,62,68,74,80,86,89,97
이완기,인천,여성,67~68세,제외,74,33,2547,13,55,60,63,68,74,80,86,89,97
이완기,인천,여성,69~70세,제외,74,33,2143,13,53,60,62,68,75,80,86,90,96
이완기,인천,여성,71~72세,제외,74,33,1624,13,53,60,63,68,74,80,86,89,96
이완기,인천,여성,73~74세,제외,74,33,980,13,54,60,62,67,74,80,85,89,97
이완기,인천,여성,75세이상,제외,74,35,2242,14,53,59,61,67,73,80,86,90,100
이완기,광주,남성,20~24세,제외,72,29,4759,11,55,60,60,68,71,78,80,84,90
이완기,광주,남성,25~26세,제외,73,29,4134,11,57,60,62,69,72,80,82,86,90
이완기,광주,남성,27~28세,제외,74,29,5290,11,58,60,62,70,74,80,83,88,94
이완기,광주,남성,29~30세,제외,74,29,5244,11,57,60,63,70,74,80,83,88,95
이완기,광주,남성,31~32세,제외,75,29,5431,11,58,60,64,70,75,80,84,88,96
이완기,광주,남성,33~34세,제외,75,30,6034,11,59,60,64,70,76,80,85,88,98
이완기,광주,남성,35~36세,제외,75,29,6835,11,59,60,64,70,76,80,86,88,100
이완기,광주,남성,37~38세,제외,76,30,7375,11,59,60,64,70,76,80,86,88,100
이완기,광주,남성,39~40세,제외,76,30,8696,11,59,61,65,70,77,80,86,89,100
이완기,광주,남성,41~42세,제외,76,30,8085,11,58,61,65,70,77,80,87,89,100
이완기,광주,남성,43~44세,제외,76,30,8270,12,59,60,65,70,77,80,88,89,100
이완기,광주,남성,45~46세,제외,76,31,8331,12,58,60,65,70,78,80,88,89,100
이완기,광주,남성,47~48세,제외,76,31,8146,12,59,61,65,70,77,80,88,89,100
이완기,광주,남성,49~50세,제외,76,31,7441,12,57,60,65,70,78,80,88,90,100
이완기,광주,남성,51~52세,제외,76,31,6617,12,57,60,65,70,78,80,88,90,100
이완기,광주,남성,53~54세,제외,76,31,6294,12,57,60,65,70,77,81,88,90,100
이완기,광주,남성,55~56세,제외,76,32,5443,12,57,60,65,70,77,80,88,89,100
이완기,광주,남성,57~58세,제외,76,32,5078,13,57,60,64,70,78,81,88,89,100
이완기,광주,남성,59~60세,제외,76,32,4658,13,57,60,65,70,77,81,88,89,100
이완기,광주,남성,61~62세,제외,76,32,3331,13,56,60,64,70,77,80,87,89,99
이완기,광주,남성,63~64세,제외,76,32,2854,13,56,60,64,70,76,80,86,89,96
이완기,광주,남성,65~66세,제외,76,31,2132,12,55,60,64,70,77,80,87,88,96
이완기,광주,남성,67~68세,제외,75,33,1702,13,55,60,63,70,76,80,86,89,100
이완기,광주,남성,69~70세,제외,75,32,1553,13,58,60,64,70,76,80,86,89,93
이완기,광주,남성,71~72세,제외,75,32,1259,13,53,60,63,70,75,80,86,88,95
이완기,광주,남성,73~74세,제외,74,32,917,13,54,60,63,70,74,80,85,88,94
이완기,광주,남성,75세이상,제외,73,33,2238,13,52,59,61,68,73,80,84,88,93
이완기,광주,여성,20~24세,제외,68,29,7002,10,51,57,60,61,68,73,79,80,88
이완기,광주,여성,25~26세,제외,68,29,5183,11,52,57,60,61,68,73,79,80,88
이완기,광주,여성,27~28세,제외,68,28,5031,10,52,57,60,62,68,74,79,80,87
이완기,광주,여성,29~30세,제외,68,29,4620,11,52,57,60,62,69,74,80,81,89
이완기,광주,여성,31~32세,제외,69,29,4351,11,52,58,60,62,69,74,80,81,88
이완기,광주,여성,33~34세,제외,69,29,4379,11,52,57,60,62,69,74,80,81,89
이완기,광주,여성,35~36세,제외,69,29,4963,11,52,57,60,62,70,75,80,81,89
이완기,광주,여성,37~38세,제외,69,29,5459,11,52,58,60,62,70,75,80,82,90
이완기,광주,여성,39~40세,제외,70,30,8337,11,52,58,60,63,70,76,80,84,90
이완기,광주,여성,41~42세,제외,70,30,8374,12,52,57,60,63,70,76,80,84,90
이완기,광주,여성,43~44세,제외,70,30,8622,12,52,58,60,64,70,77,80,85,90
이완기,광주,여성,45~46세,제외,71,31,9146,12,52,58,60,64,70,78,81,86,91
이완기,광주,여성,47~48세,제외,71,32,9053,12,52,58,60,65,70,78,81,86,92
